"id","givenName","familyName","middleName","unaccentedGivenName","unaccentedFamilyName","unaccentedMiddleName","nickName","honorificPrefix","honorificSuffix","honorificTitle","birthYear","deathYear","congresses"
"T000230","John","Thomson",,"John","Thomson",,,"Mr.",,,"1780","1852","[{""position"":""Representative"",""congressNumber"":19,""stateName"":""OH"",""parties"":[""Jacksonian""],""electionDate"":""1824-10-12"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":21,""stateName"":""OH"",""parties"":[""Jacksonian""],""electionDate"":""1828-10-14"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":22,""stateName"":""OH"",""parties"":[""Jacksonian""],""electionDate"":""1830-10-12"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":23,""stateName"":""OH"",""parties"":[""Jacksonian""],""electionDate"":""1832-10-09"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":24,""stateName"":""OH"",""parties"":[""Jacksonian""],""electionDate"":""1834-10-14"",""electionCirca"":false}]"
"T000232","Mark","Thomson",,"Mark","Thomson",,,"Mr.",,,"1739","1803","[{""position"":""Representative"",""congressNumber"":4,""stateName"":""NJ"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":5,""stateName"":""NJ"",""parties"":[""Federalist""]}]"
"T000247","Enos","Throop","Thompson","Enos","Throop","Thompson",,"Mr.",,,"1784","1874","[{""position"":""Representative"",""congressNumber"":14,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1814-04-26"",""electionCirca"":true}]"
"T000249","Buckner","Thruston",,"Buckner","Thruston",,,,,,"1763","1845","[{""position"":""Senator"",""congressNumber"":9,""stateName"":""KY"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":10,""stateName"":""KY"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""KY"",""parties"":[""Democratic Republican""]}]"
"T000262","George","Tibbits",,"George","Tibbits",,,"Mr.",,,"1763","1849","[{""position"":""Representative"",""congressNumber"":8,""stateName"":""NY"",""parties"":[""Federalist""],""electionDate"":""1802"",""electionCirca"":true}]"
"T000264","Isaac","Tichenor",,"Isaac","Tichenor",,,,,,"1754","1838","[{""position"":""Senator"",""congressNumber"":4,""stateName"":""VT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":5,""stateName"":""VT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""VT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""VT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":16,""stateName"":""VT"",""parties"":[""Federalist""]}]"
"T000268","Edward","Tiffin",,"Edward","Tiffin",,,,,,"1766","1829","[{""position"":""Senator"",""congressNumber"":10,""stateName"":""OH"",""parties"":[""Democratic Republican""]}]"
"T000273","Thomas","Tillinghast",,"Thomas","Tillinghast",,,"Mr.",,,"1742","1821","[{""position"":""Representative"",""congressNumber"":5,""stateName"":""RI"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":7,""stateName"":""RI"",""parties"":[""Democratic Republican""],""electionCirca"":false}]"
"T000284","John","Tipton",,"John","Tipton",,,,,,"1786","1839","[{""position"":""Senator"",""congressNumber"":22,""stateName"":""IN"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":23,""stateName"":""IN"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":24,""stateName"":""IN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":25,""stateName"":""IN"",""parties"":[""Democrat""]}]"
"T000290","John","Tod",,"John","Tod",,,"Mr.",,,"1780","1830","[{""position"":""Representative"",""congressNumber"":17,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1820-10-10"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":18,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1822-10-08"",""electionCirca"":false}]"
"T000300","Gideon","Tomlinson",,"Gideon","Tomlinson",,,"Mr.",,,"1780","1854","[{""position"":""Representative"",""congressNumber"":16,""stateName"":""CT"",""parties"":[""Democratic Republican""],""electionDate"":""1818-04-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":17,""stateName"":""CT"",""parties"":[""Democratic Republican""],""electionDate"":""1821-04-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":18,""stateName"":""CT"",""parties"":[""Adams-Clay Republican""],""electionDate"":""1823-04-07"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":19,""stateName"":""CT"",""parties"":[""Adams""],""electionDate"":""1825-04-04"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":22,""stateName"":""CT"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":23,""stateName"":""CT"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":24,""stateName"":""CT"",""parties"":[""Anti-Jacksonian""]}]"
"T000303","Caleb","Tompkins",,"Caleb","Tompkins",,,,,,"1759","1846","[{""position"":""Representative"",""congressNumber"":15,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":16,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionCirca"":false}]"
"T000304","Christopher","Tompkins",,"Christopher","Tompkins",,,"Mr.",,,"1780","1858","[{""position"":""Representative"",""congressNumber"":22,""stateName"":""KY"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1831-08-01"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":23,""stateName"":""KY"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1833-08-05"",""electionCirca"":false}]"
"T000306","Daniel","Tompkins","D.","Daniel","Tompkins","D.",,"Mr.",,,"1774","1825",
"T000333","George","Townsend",,"George","Townsend",,,"Mr.",,,"1769","1844","[{""position"":""Representative"",""congressNumber"":14,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1814-04-26"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":15,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1816-04-30"",""electionCirca"":true}]"
"T000343","Albert","Tracy","Haller","Albert","Tracy","Haller",,"Mr.",,,"1793","1859","[{""position"":""Representative"",""congressNumber"":16,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1818-08-28"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":17,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1821-04-24"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":18,""stateName"":""NY"",""parties"":[""Adams-Clay Republican""],""electionDate"":""1822-11-04"",""electionCirca"":true}]"
"T000346","Phineas","Tracy","Lyman","Phineas","Tracy","Lyman",,"Mr.",,,"1786","1876","[{""position"":""Representative"",""congressNumber"":20,""stateName"":""NY"",""parties"":[""Adams""],""electionDate"":""1827-11-05"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":21,""stateName"":""NY"",""parties"":[""Anti-Masonic""],""electionDate"":""1828-11-03"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":22,""stateName"":""NY"",""parties"":[""Anti-Masonic""],""electionDate"":""1830-11-01"",""electionCirca"":false}]"
"T000347","Uri","Tracy",,"Uri","Tracy",,,"Mr.",,,"1764","1838","[{""position"":""Representative"",""congressNumber"":9,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1804-04-24"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":11,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1808-04-26"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":12,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1810-04-24"",""electionCirca"":true}]"
"T000348","Uriah","Tracy",,"Uriah","Tracy",,,"Mr.",,,"1755","1807","[{""position"":""Representative"",""congressNumber"":3,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":4,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":4,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":5,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":8,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":9,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":10,""stateName"":""CT"",""parties"":[""Federalist""]}]"
"T000361","Thomas","Tredwell",,"Thomas","Tredwell",,,"Mr.",,,"1743","1831","[{""position"":""Representative"",""congressNumber"":2,""stateName"":""NY"",""parties"":[""Anti-Administration""],""electionDate"":""1791-04-28"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":3,""stateName"":""NY"",""parties"":[""Anti-Administration""],""electionCirca"":false}]"
"T000365","James","Trezvant",,"James","Trezvant",,,"Mr.",,,,"1841","[{""position"":""Representative"",""congressNumber"":19,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1825-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":20,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1827-04-09"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":21,""stateName"":""VA"",""parties"":[""Jacksonian""],""electionDate"":""1829-04"",""electionCirca"":true}]"
"T000368","Abram","Trigg",,"Abram","Trigg",,,"Mr.",,,"1750",,"[{""position"":""Representative"",""congressNumber"":5,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1797-03-20"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":6,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1799-04-24"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":7,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1801-04-22"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":8,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1803-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":9,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1805-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":10,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1807-04"",""electionCirca"":true}]"
"T000370","John","Trigg","Johns","John","Trigg","Johns",,"Mr.",,,"1748","1804","[{""position"":""Representative"",""congressNumber"":5,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":6,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":7,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":8,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionCirca"":false}]"
"T000372","David","Trimble",,"David","Trimble",,,"Mr.",,,"1782","1842","[{""position"":""Representative"",""congressNumber"":15,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1816-08-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":16,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1818-08-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":17,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1820-08-07"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":18,""stateName"":""KY"",""parties"":[""Adams-Clay Republican""],""electionDate"":""1822-08-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":19,""stateName"":""KY"",""parties"":[""Adams""],""electionDate"":""1824-08-02"",""electionCirca"":false}]"
"T000377","William","Trimble","Allen","William","Trimble","Allen",,,,,"1786","1821","[{""position"":""Senator"",""congressNumber"":16,""stateName"":""OH"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":17,""stateName"":""OH"",""parties"":[""Democratic Republican""]}]"
"T000382","George","Troup","Michael","George","Troup","Michael",,"Mr.",,,"1780","1856","[{""position"":""Representative"",""congressNumber"":10,""stateName"":""GA"",""parties"":[""Democratic Republican""],""electionDate"":""1806-10-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":11,""stateName"":""GA"",""parties"":[""Democratic Republican""],""electionDate"":""1808-10-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":12,""stateName"":""GA"",""parties"":[""Democratic Republican""],""electionDate"":""1810-10-01"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":13,""stateName"":""GA"",""parties"":[""Democratic Republican""],""electionDate"":""1812-10-05"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":14,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":21,""stateName"":""GA"",""parties"":[""Jacksonian""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":22,""stateName"":""GA"",""parties"":[""Jacksonian""],""electionCirca"":false}]"
"T000389","Jonathan","Trumbull",,"Jonathan","Trumbull",,,"Mr.","Jr.",,"1740","1809","[{""position"":""Representative"",""congressNumber"":1,""stateName"":""CT""},{""position"":""Representative"",""congressNumber"":2,""stateName"":""CT"",""leadershipPositions"":[{""position"":""Speaker Of The House""}]},{""position"":""Representative"",""congressNumber"":3,""stateName"":""CT""},{""position"":""Senator"",""congressNumber"":4,""stateName"":""CT"",""parties"":[""Federalist""]}]"
"T000391","Joseph","Trumbull",,"Joseph","Trumbull",,,"Mr.",,,"1782","1861","[{""position"":""Representative"",""congressNumber"":23,""stateName"":""CT"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1833-04-11"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":26,""stateName"":""CT"",""parties"":[""Whig""],""electionDate"":""1839-04-01"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":27,""stateName"":""CT"",""parties"":[""Whig""],""electionDate"":""1841-04-05"",""electionCirca"":false}]"
